         -0.4000888297501425E+01,         -0.3967592000707876E+01,          0.4025472343308578E+01,          0.4016651792330112E+01,
         -0.4001191633809257E+01,         -0.3967891919332813E+01,          0.4025774183964470E+01,          0.4016904602244454E+01,
         -0.4001324777864029E+01,         -0.3967939866891091E+01,          0.4025852559302275E+01,          0.4017056565677921E+01,
         -0.4001044099212336E+01,         -0.3967646681732026E+01,          0.4025514640060394E+01,          0.4016772549162614E+01,
